CATEGORY,START,STOP,DISTANCE_KM,PURPOSE,start_date,start_time,end_date,end_time,year,time_of_day,duration_minutes,Month
Business,NOMA,Downtown,1.45,Meeting,2016-11-09,1900-01-01 15:58:00,2016-11-09,1900-01-01 16:04:00,2016,Afternoon,6.0,Nov
Business,Downtown,Sunnyside,9.98,Meeting,2016-11-09,1900-01-01 17:31:00,2016-11-09,1900-01-01 18:03:00,2016,Evening,32.0,Nov
Business,Sunnyside,Ingleside,1.13,Meeting,2016-11-09,1900-01-01 18:09:00,2016-11-09,1900-01-01 18:14:00,2016,Evening,5.0,Nov
Business,Ingleside,Potrero Flats,8.85,Meeting,2016-11-09,1900-01-01 18:21:00,2016-11-09,1900-01-01 18:35:00,2016,Evening,14.0,Nov
Business,San Francisco,Oakland,20.44,Customer Visit,2016-11-09,1900-01-01 18:40:00,2016-11-09,1900-01-01 19:17:00,2016,Evening,37.0,Nov
Business,Oakland,Berkeley,4.18,Customer Visit,2016-11-09,1900-01-01 20:52:00,2016-11-09,1900-01-01 21:02:00,2016,Evening,10.0,Nov
Business,Central,Central,1.77,Customer Visit,2016-11-09,1900-01-01 21:56:00,2016-11-09,1900-01-01 22:02:00,2016,Night,6.0,Nov
Business,Berkeley,San Francisco,20.28,Temporary Site,2016-11-10,1900-01-01 09:46:00,2016-11-10,1900-01-01 10:15:00,2016,Morning,29.0,Nov
Business,Tenderloin,SOMISSPO,1.93,Temporary Site,2016-11-10,1900-01-01 10:20:00,2016-11-10,1900-01-01 10:31:00,2016,Morning,11.0,Nov
Business,SOMISSPO,Tenderloin,1.77,Temporary Site,2016-11-10,1900-01-01 14:57:00,2016-11-10,1900-01-01 15:07:00,2016,Afternoon,10.0,Nov
Business,San Francisco,Oakland,15.93,Temporary Site,2016-11-10,1900-01-01 15:17:00,2016-11-10,1900-01-01 15:22:00,2016,Afternoon,5.0,Nov
Business,Oakland,Berkeley,9.66,Meeting,2016-11-10,1900-01-01 15:30:00,2016-11-10,1900-01-01 15:53:00,2016,Afternoon,23.0,Nov
Business,West Berkeley,Central,1.29,Meeting,2016-11-10,1900-01-01 19:18:00,2016-11-10,1900-01-01 19:21:00,2016,Evening,3.0,Nov
Business,Berkeley,Menlo Park,73.87,Customer Visit,2016-11-11,1900-01-01 09:35:00,2016-11-11,1900-01-01 10:23:00,2016,Morning,48.0,Nov
Business,Menlo Park,Palo Alto,6.44,Customer Visit,2016-11-11,1900-01-01 12:58:00,2016-11-11,1900-01-01 13:13:00,2016,Afternoon,15.0,Nov
Business,Palo Alto,Menlo Park,4.02,Customer Visit,2016-11-11,1900-01-01 14:20:00,2016-11-11,1900-01-01 14:32:00,2016,Afternoon,12.0,Nov
Business,Menlo Park,Berkeley,58.9,Customer Visit,2016-11-11,1900-01-01 14:39:00,2016-11-11,1900-01-01 15:46:00,2016,Afternoon,67.0,Nov
Business,Central,College Avenue,4.67,Customer Visit,2016-11-11,1900-01-01 18:30:00,2016-11-11,1900-01-01 18:43:00,2016,Evening,13.0,Nov
Business,College Avenue,Central,4.18,Customer Visit,2016-11-11,1900-01-01 21:08:00,2016-11-11,1900-01-01 21:18:00,2016,Night,10.0,Nov
Business,Central,South,3.7,Customer Visit,2016-11-12,1900-01-01 10:32:00,2016-11-12,1900-01-01 10:52:00,2016,Morning,20.0,Nov
Business,South,Downtown,10.3,Customer Visit,2016-11-12,1900-01-01 10:55:00,2016-11-12,1900-01-01 11:25:00,2016,Morning,30.0,Nov
Business,Downtown,Central,2.25,Customer Visit,2016-11-12,1900-01-01 13:07:00,2016-11-12,1900-01-01 13:15:00,2016,Afternoon,8.0,Nov
Business,Central,West Berkeley,0.97,Customer Visit,2016-11-12,1900-01-01 13:46:00,2016-11-12,1900-01-01 13:50:00,2016,Afternoon,4.0,Nov
Business,West Berkeley,South,9.5,Meeting,2016-11-12,1900-01-01 14:22:00,2016-11-12,1900-01-01 14:53:00,2016,Afternoon,31.0,Nov
Business,South,Southwest Berkeley,1.29,Meeting,2016-11-12,1900-01-01 15:14:00,2016-11-12,1900-01-01 15:21:00,2016,Afternoon,7.0,Nov
Business,Berkeley,Emeryville,2.09,Meeting,2016-11-12,1900-01-01 15:25:00,2016-11-12,1900-01-01 15:36:00,2016,Afternoon,11.0,Nov
Business,Emeryville,Berkeley,5.95,Errand/Supplies,2016-11-12,1900-01-01 15:40:00,2016-11-12,1900-01-01 15:59:00,2016,Afternoon,19.0,Nov
Business,Central,Central,3.7,Errand/Supplies,2016-11-13,1900-01-01 08:54:00,2016-11-13,1900-01-01 09:02:00,2016,Morning,8.0,Nov
Business,Central,Central,4.18,Errand/Supplies,2016-11-13,1900-01-01 09:27:00,2016-11-13,1900-01-01 09:53:00,2016,Morning,26.0,Nov
Business,Central,Southside,3.06,Errand/Supplies,2016-11-13,1900-01-01 10:31:00,2016-11-13,1900-01-01 10:37:00,2016,Morning,6.0,Nov
Business,Southside,West Berkeley,3.38,Errand/Supplies,2016-11-13,1900-01-01 11:04:00,2016-11-13,1900-01-01 11:16:00,2016,Morning,12.0,Nov
Business,West Berkeley,Southside,6.44,Meeting,2016-11-13,1900-01-01 12:22:00,2016-11-13,1900-01-01 12:51:00,2016,Afternoon,29.0,Nov
Business,Southside,South Berkeley,1.45,Meeting,2016-11-13,1900-01-01 13:05:00,2016-11-13,1900-01-01 13:11:00,2016,Afternoon,6.0,Nov
Business,South Berkeley,Southside,1.45,Meeting,2016-11-13,1900-01-01 13:14:00,2016-11-13,1900-01-01 13:18:00,2016,Afternoon,4.0,Nov
Business,Southside,Central,3.86,Meeting,2016-11-13,1900-01-01 14:35:00,2016-11-13,1900-01-01 14:46:00,2016,Afternoon,11.0,Nov
Business,Central,Southside,3.06,Meeting,2016-11-13,1900-01-01 15:14:00,2016-11-13,1900-01-01 15:24:00,2016,Afternoon,10.0,Nov
Business,Southside,Central,3.06,Meeting,2016-11-13,1900-01-01 15:47:00,2016-11-13,1900-01-01 15:59:00,2016,Afternoon,12.0,Nov
Business,Berkeley,Mountain View,71.78,Customer Visit,2016-11-14,1900-01-01 11:24:00,2016-11-14,1900-01-01 12:13:00,2016,Morning,49.0,Nov
Business,Mountain View,Berkeley,70.17,Customer Visit,2016-11-14,1900-01-01 13:40:00,2016-11-14,1900-01-01 14:33:00,2016,Afternoon,53.0,Nov
Business,Berkeley,Emeryville,4.02,Customer Visit,2016-11-14,1900-01-01 15:27:00,2016-11-14,1900-01-01 15:36:00,2016,Afternoon,9.0,Nov
Business,Emeryville,Berkeley,5.95,Errand/Supplies,2016-11-14,1900-01-01 20:19:00,2016-11-14,1900-01-01 20:30:00,2016,Evening,11.0,Nov
Business,Berkeley,Oakland,8.21,Errand/Supplies,2016-11-15,1900-01-01 13:59:00,2016-11-15,1900-01-01 14:06:00,2016,Afternoon,7.0,Nov
Business,Oakland,San Francisco,15.61,Temporary Site,2016-11-15,1900-01-01 14:09:00,2016-11-15,1900-01-01 14:26:00,2016,Afternoon,17.0,Nov
Business,San Francisco,Berkeley,18.99,Temporary Site,2016-11-15,1900-01-01 20:44:00,2016-11-15,1900-01-01 21:00:00,2016,Evening,16.0,Nov
Business,Berkeley,El Cerrito,3.7,Temporary Site,2016-11-16,1900-01-01 20:21:00,2016-11-16,1900-01-01 20:27:00,2016,Evening,6.0,Nov
Business,El Cerrito,Berkeley,4.99,Meal/Entertain,2016-11-16,1900-01-01 22:52:00,2016-11-16,1900-01-01 23:02:00,2016,Night,10.0,Nov
Business,Berkeley,Oakland,26.23,Customer Visit,2016-11-17,1900-01-01 10:13:00,2016-11-17,1900-01-01 10:44:00,2016,Morning,31.0,Nov
Business,Cary,Morrisville,4.99,Meal/Entertain,2016-11-18,1900-01-01 20:09:00,2016-11-18,1900-01-01 20:19:00,2016,Evening,10.0,Nov
Business,Morrisville,Cary,8.37,Meal/Entertain,2016-11-18,1900-01-01 21:23:00,2016-11-18,1900-01-01 21:34:00,2016,Night,11.0,Nov
Business,Krendle Woods,Whitebridge,9.82,Meeting,2016-11-18,1900-01-01 21:56:00,2016-11-18,1900-01-01 22:21:00,2016,Night,25.0,Nov
Business,Cary,Durham,16.58,Meeting,2016-11-19,1900-01-01 13:51:00,2016-11-19,1900-01-01 14:10:00,2016,Afternoon,19.0,Nov
Business,Durham,Cary,16.9,Meeting,2016-11-19,1900-01-01 14:30:00,2016-11-19,1900-01-01 14:51:00,2016,Afternoon,21.0,Nov
Business,Cary,Cary,2.41,Meeting,2016-11-19,1900-01-01 16:01:00,2016-11-19,1900-01-01 16:06:00,2016,Afternoon,5.0,Nov
Business,Cary,Cary,2.9,Meeting,2016-11-19,1900-01-01 16:27:00,2016-11-19,1900-01-01 16:41:00,2016,Afternoon,14.0,Nov
Business,Cary,Apex,8.69,Errand/Supplies,2016-11-19,1900-01-01 17:41:00,2016-11-19,1900-01-01 17:54:00,2016,Evening,13.0,Nov
Business,Apex,Cary,8.69,Customer Visit,2016-11-19,1900-01-01 21:14:00,2016-11-19,1900-01-01 21:35:00,2016,Night,21.0,Nov
Business,Cary,Cary,63.09,Between Offices,2016-11-20,1900-01-01 10:27:00,2016-11-20,1900-01-01 11:32:00,2016,Morning,65.0,Nov
Business,Cary,Cary,10.3,Customer Visit,2016-11-20,1900-01-01 11:58:00,2016-11-20,1900-01-01 12:28:00,2016,Morning,30.0,Nov
Business,Cary,Cary,4.35,Meeting,2016-11-20,1900-01-01 14:58:00,2016-11-20,1900-01-01 15:07:00,2016,Afternoon,9.0,Nov
Business,Cary,Cary,29.77,Errand/Supplies,2016-11-20,1900-01-01 17:45:00,2016-11-20,1900-01-01 18:37:00,2016,Evening,52.0,Nov
Business,Cary,Cary,4.02,Meal/Entertain,2016-11-21,1900-01-01 13:37:00,2016-11-21,1900-01-01 13:49:00,2016,Afternoon,12.0,Nov
Business,Cary,Cary,3.38,Meal/Entertain,2016-11-21,1900-01-01 14:34:00,2016-11-21,1900-01-01 14:44:00,2016,Afternoon,10.0,Nov
Business,Cary,Unknown Location,10.78,Errand/Supplies,2016-11-21,1900-01-01 17:50:00,2016-11-21,1900-01-01 18:04:00,2016,Evening,14.0,Nov
Business,Unknown Location,Morrisville,5.63,Meal/Entertain,2016-11-21,1900-01-01 18:18:00,2016-11-21,1900-01-01 18:27:00,2016,Evening,9.0,Nov
Business,Morrisville,Cary,5.47,Errand/Supplies,2016-11-21,1900-01-01 18:43:00,2016-11-21,1900-01-01 18:51:00,2016,Evening,8.0,Nov
Business,Cary,Cary,8.85,Meeting,2016-11-22,1900-01-01 15:12:00,2016-11-22,1900-01-01 15:27:00,2016,Afternoon,15.0,Nov
Business,Cary,Cary,6.6,Meeting,2016-11-22,1900-01-01 15:31:00,2016-11-22,1900-01-01 15:44:00,2016,Afternoon,13.0,Nov
Business,Cary,Cary,20.44,Customer Visit,2016-11-22,1900-01-01 15:51:00,2016-11-22,1900-01-01 16:43:00,2016,Afternoon,52.0,Nov
Business,Cary,Morrisville,4.83,Meal/Entertain,2016-11-22,1900-01-01 18:18:00,2016-11-22,1900-01-01 18:28:00,2016,Evening,10.0,Nov
Business,Morrisville,Cary,5.63,Customer Visit,2016-11-22,1900-01-01 21:02:00,2016-11-22,1900-01-01 21:14:00,2016,Night,12.0,Nov
Business,Cary,Cary,9.5,Meal/Entertain,2016-11-23,1900-01-01 15:34:00,2016-11-23,1900-01-01 15:50:00,2016,Afternoon,16.0,Nov
Business,Cary,Cary,3.06,Meal/Entertain,2016-11-23,1900-01-01 16:18:00,2016-11-23,1900-01-01 16:29:00,2016,Afternoon,11.0,Nov
Business,Cary,Cary,5.31,Meal/Entertain,2016-11-23,1900-01-01 16:49:00,2016-11-23,1900-01-01 17:00:00,2016,Afternoon,11.0,Nov
Business,Cary,Cary,2.09,Meal/Entertain,2016-11-23,1900-01-01 18:37:00,2016-11-23,1900-01-01 18:47:00,2016,Evening,10.0,Nov
Business,Cary,Durham,16.58,Meeting,2016-11-25,1900-01-01 11:47:00,2016-11-25,1900-01-01 12:04:00,2016,Morning,17.0,Nov
Business,Durham,Cary,17.86,Meeting,2016-11-25,1900-01-01 13:13:00,2016-11-25,1900-01-01 13:31:00,2016,Afternoon,18.0,Nov
Business,Cary,Cary,2.25,Meeting,2016-11-26,1900-01-01 15:54:00,2016-11-26,1900-01-01 15:59:00,2016,Afternoon,5.0,Nov
Business,Cary,Apex,8.21,Meeting,2016-11-26,1900-01-01 17:00:00,2016-11-26,1900-01-01 17:12:00,2016,Evening,12.0,Nov
Business,Apex,Holly Springs,14.48,Meeting,2016-11-26,1900-01-01 17:36:00,2016-11-26,1900-01-01 17:56:00,2016,Evening,20.0,Nov
Business,Holly Springs,Cary,21.4,Between Offices,2016-11-26,1900-01-01 18:29:00,2016-11-26,1900-01-01 19:04:00,2016,Evening,35.0,Nov
Business,Cary,Cary,4.02,Errand/Supplies,2016-11-26,1900-01-01 19:47:00,2016-11-26,1900-01-01 19:54:00,2016,Evening,7.0,Nov
Business,Cary,Morrisville,5.31,Meal/Entertain,2016-11-27,1900-01-01 15:59:00,2016-11-27,1900-01-01 16:06:00,2016,Afternoon,7.0,Nov
Business,Morrisville,Cary,4.67,Meal/Entertain,2016-11-27,1900-01-01 18:55:00,2016-11-27,1900-01-01 19:09:00,2016,Evening,14.0,Nov
Business,Cary,Raleigh,13.68,Customer Visit,2016-11-30,1900-01-01 11:03:00,2016-11-30,1900-01-01 11:34:00,2016,Morning,31.0,Nov
Business,Raleigh,Morrisville,10.78,Temporary Site,2016-11-30,1900-01-01 11:53:00,2016-11-30,1900-01-01 12:35:00,2016,Morning,42.0,Nov
Business,Morrisville,Cary,4.99,Temporary Site,2016-11-30,1900-01-01 12:43:00,2016-11-30,1900-01-01 12:53:00,2016,Afternoon,10.0,Nov
Business,Cary,Cary,8.85,Meeting,2016-12-01,1900-01-01 07:44:00,2016-12-01,1900-01-01 07:59:00,2016,Morning,15.0,Dec
Business,Cary,Cary,8.85,Errand/Supplies,2016-12-01,1900-01-01 08:37:00,2016-12-01,1900-01-01 08:53:00,2016,Morning,16.0,Dec
Business,Cary,Morrisville,4.67,Meal/Entertain,2016-12-01,1900-01-01 18:00:00,2016-12-01,1900-01-01 18:12:00,2016,Evening,12.0,Dec
Business,Morrisville,Cary,4.67,Customer Visit,2016-12-01,1900-01-01 20:36:00,2016-12-01,1900-01-01 20:46:00,2016,Evening,10.0,Dec
Business,Cary,Apex,8.21,Meal/Entertain,2016-12-02,1900-01-01 12:12:00,2016-12-02,1900-01-01 12:23:00,2016,Afternoon,11.0,Dec
Business,Apex,Cary,8.53,Customer Visit,2016-12-02,1900-01-01 13:07:00,2016-12-02,1900-01-01 13:22:00,2016,Afternoon,15.0,Dec
Business,Cary,Morrisville,5.31,Meal/Entertain,2016-12-02,1900-01-01 20:41:00,2016-12-02,1900-01-01 20:48:00,2016,Evening,7.0,Dec
Business,Morrisville,Cary,4.83,Customer Visit,2016-12-02,1900-01-01 22:59:00,2016-12-02,1900-01-01 23:07:00,2016,Night,8.0,Dec
Business,Cary,Wake Co.,10.62,Errand/Supplies,2016-12-03,1900-01-01 18:35:00,2016-12-03,1900-01-01 18:56:00,2016,Evening,21.0,Dec
Business,Wake Co.,Morrisville,2.9,Errand/Supplies,2016-12-03,1900-01-01 19:08:00,2016-12-03,1900-01-01 19:15:00,2016,Evening,7.0,Dec
Business,Morrisville,Cary,4.83,Customer Visit,2016-12-03,1900-01-01 20:31:00,2016-12-03,1900-01-01 20:41:00,2016,Evening,10.0,Dec
Business,Cary,Morrisville,4.67,Meal/Entertain,2016-12-04,1900-01-01 18:56:00,2016-12-04,1900-01-01 19:03:00,2016,Evening,7.0,Dec
Business,Morrisville,Cary,5.47,Customer Visit,2016-12-04,1900-01-01 20:23:00,2016-12-04,1900-01-01 20:34:00,2016,Evening,11.0,Dec
Business,Cary,Cary,6.6,Customer Visit,2016-12-05,1900-01-01 18:04:00,2016-12-05,1900-01-01 18:17:00,2016,Evening,13.0,Dec
Business,Cary,Cary,6.12,Meal/Entertain,2016-12-05,1900-01-01 19:22:00,2016-12-05,1900-01-01 19:37:00,2016,Evening,15.0,Dec
Business,Cary,Cary,10.62,Meeting,2016-12-07,1900-01-01 12:03:00,2016-12-07,1900-01-01 12:32:00,2016,Afternoon,29.0,Dec
Business,Cary,Cary,6.44,Meeting,2016-12-07,1900-01-01 12:35:00,2016-12-07,1900-01-01 12:46:00,2016,Afternoon,11.0,Dec
Business,Cary,Cary,11.27,Customer Visit,2016-12-07,1900-01-01 19:53:00,2016-12-07,1900-01-01 20:13:00,2016,Evening,20.0,Dec
Business,Cary,Cary,11.1,Meal/Entertain,2016-12-07,1900-01-01 21:13:00,2016-12-07,1900-01-01 21:50:00,2016,Night,37.0,Dec
Business,Cary,Cary,5.47,Errand/Supplies,2016-12-08,1900-01-01 14:19:00,2016-12-08,1900-01-01 14:32:00,2016,Afternoon,13.0,Dec
Business,Cary,Cary,5.47,Errand/Supplies,2016-12-08,1900-01-01 14:53:00,2016-12-08,1900-01-01 15:02:00,2016,Afternoon,9.0,Dec
Business,Cary,Cary,3.22,Meeting,2016-12-08,1900-01-01 19:22:00,2016-12-08,1900-01-01 19:27:00,2016,Evening,5.0,Dec
Business,Cary,Cary,3.22,Errand/Supplies,2016-12-08,1900-01-01 21:26:00,2016-12-08,1900-01-01 21:31:00,2016,Night,5.0,Dec
Business,Cary,Apex,8.21,Errand/Supplies,2016-12-09,1900-01-01 12:09:00,2016-12-09,1900-01-01 12:24:00,2016,Afternoon,15.0,Dec
Business,Apex,Cary,14.16,Temporary Site,2016-12-09,1900-01-01 13:15:00,2016-12-09,1900-01-01 13:43:00,2016,Afternoon,28.0,Dec
Business,Cary,Cary,9.01,Meeting,2016-12-09,1900-01-01 20:11:00,2016-12-09,1900-01-01 20:34:00,2016,Evening,23.0,Dec
Business,Cary,Cary,30.42,Customer Visit,2016-12-09,1900-01-01 22:03:00,2016-12-09,1900-01-01 22:57:00,2016,Night,54.0,Dec
Business,Cary,Fuquay-Varina,25.11,Meeting,2016-12-10,1900-01-01 12:43:00,2016-12-10,1900-01-01 13:16:00,2016,Afternoon,33.0,Dec
Business,Fuquay-Varina,Cary,25.11,Errand/Supplies,2016-12-10,1900-01-01 14:42:00,2016-12-10,1900-01-01 15:18:00,2016,Afternoon,36.0,Dec
Business,Cary,Morrisville,4.83,Meal/Entertain,2016-12-10,1900-01-01 18:17:00,2016-12-10,1900-01-01 18:27:00,2016,Evening,10.0,Dec
Business,Morrisville,Cary,4.99,Customer Visit,2016-12-10,1900-01-01 22:09:00,2016-12-10,1900-01-01 22:21:00,2016,Night,12.0,Dec
Business,Cary,Morrisville,4.83,Meal/Entertain,2016-12-11,1900-01-01 16:06:00,2016-12-11,1900-01-01 16:16:00,2016,Afternoon,10.0,Dec
Business,Morrisville,Cary,7.72,Errand/Supplies,2016-12-11,1900-01-01 19:05:00,2016-12-11,1900-01-01 19:15:00,2016,Evening,10.0,Dec
Business,Cary,Cary,3.38,Errand/Supplies,2016-12-11,1900-01-01 21:48:00,2016-12-11,1900-01-01 21:56:00,2016,Night,8.0,Dec
Business,Cary,Cary,4.99,Errand/Supplies,2016-12-12,1900-01-01 13:22:00,2016-12-12,1900-01-01 13:32:00,2016,Afternoon,10.0,Dec
Business,Cary,Apex,7.08,Meal/Entertain,2016-12-12,1900-01-01 13:36:00,2016-12-12,1900-01-01 13:51:00,2016,Afternoon,15.0,Dec
Business,Apex,Cary,7.56,Customer Visit,2016-12-12,1900-01-01 14:26:00,2016-12-12,1900-01-01 14:39:00,2016,Afternoon,13.0,Dec
Business,Cary,Morrisville,4.83,Meal/Entertain,2016-12-12,1900-01-01 17:51:00,2016-12-12,1900-01-01 18:01:00,2016,Evening,10.0,Dec
Business,Morrisville,Cary,4.83,Customer Visit,2016-12-12,1900-01-01 20:48:00,2016-12-12,1900-01-01 20:57:00,2016,Evening,9.0,Dec
Business,Cary,Cary,6.76,Errand/Supplies,2016-12-13,1900-01-01 18:19:00,2016-12-13,1900-01-01 18:29:00,2016,Evening,10.0,Dec
Business,Cary,Cary,6.6,Meal/Entertain,2016-12-13,1900-01-01 20:20:00,2016-12-13,1900-01-01 20:29:00,2016,Evening,9.0,Dec
Business,Cary,Cary,5.47,Meal/Entertain,2016-12-14,1900-01-01 16:52:00,2016-12-14,1900-01-01 17:10:00,2016,Afternoon,18.0,Dec
Business,Cary,Cary,5.31,Meal/Entertain,2016-12-14,1900-01-01 17:22:00,2016-12-14,1900-01-01 17:34:00,2016,Evening,12.0,Dec
Business,Cary,Morrisville,4.83,Meal/Entertain,2016-12-14,1900-01-01 17:50:00,2016-12-14,1900-01-01 18:00:00,2016,Evening,10.0,Dec
Business,Morrisville,Cary,4.99,Customer Visit,2016-12-14,1900-01-01 20:24:00,2016-12-14,1900-01-01 20:40:00,2016,Evening,16.0,Dec
Business,Cary,Morrisville,17.06,Meeting,2016-12-15,1900-01-01 14:20:00,2016-12-15,1900-01-01 14:54:00,2016,Afternoon,34.0,Dec
Business,Unknown Location,Unknown Location,7.72,Airport/Travel,2016-12-17,1900-01-01 15:38:00,2016-12-17,1900-01-01 16:12:00,2016,Afternoon,34.0,Dec
Business,Unknown Location,Unknown Location,8.53,Temporary Site,2016-12-17,1900-01-01 17:19:00,2016-12-17,1900-01-01 17:59:00,2016,Evening,40.0,Dec
Business,Unknown Location,Unknown Location,7.89,Errand/Supplies,2016-12-18,1900-01-01 13:03:00,2016-12-18,1900-01-01 13:41:00,2016,Afternoon,38.0,Dec
Business,Unknown Location,Unknown Location,16.42,Errand/Supplies,2016-12-18,1900-01-01 16:38:00,2016-12-18,1900-01-01 17:25:00,2016,Afternoon,47.0,Dec
Business,Unknown Location,Unknown Location,14.81,Errand/Supplies,2016-12-18,1900-01-01 20:35:00,2016-12-18,1900-01-01 21:04:00,2016,Evening,29.0,Dec
Business,Unknown Location,Islamabad,12.39,Errand/Supplies,2016-12-19,1900-01-01 09:08:00,2016-12-19,1900-01-01 09:36:00,2016,Morning,28.0,Dec
Business,Islamabad,Rawalpindi,9.5,Temporary Site,2016-12-19,1900-01-01 10:15:00,2016-12-19,1900-01-01 10:34:00,2016,Morning,19.0,Dec
Business,Rawalpindi,Unknown Location,1.13,Errand/Supplies,2016-12-19,1900-01-01 13:04:00,2016-12-19,1900-01-01 13:08:00,2016,Afternoon,4.0,Dec
Business,Unknown Location,Unknown Location,2.09,Errand/Supplies,2016-12-19,1900-01-01 13:24:00,2016-12-19,1900-01-01 13:35:00,2016,Afternoon,11.0,Dec
Business,Unknown Location,Unknown Location,4.02,Errand/Supplies,2016-12-19,1900-01-01 14:07:00,2016-12-19,1900-01-01 14:15:00,2016,Afternoon,8.0,Dec
Business,Unknown Location,Unknown Location,8.53,Errand/Supplies,2016-12-19,1900-01-01 14:18:00,2016-12-19,1900-01-01 14:32:00,2016,Afternoon,14.0,Dec
Business,Unknown Location,Unknown Location,8.69,Errand/Supplies,2016-12-19,1900-01-01 14:37:00,2016-12-19,1900-01-01 14:50:00,2016,Afternoon,13.0,Dec
Business,Unknown Location,Rawalpindi,16.42,Customer Visit,2016-12-19,1900-01-01 15:09:00,2016-12-19,1900-01-01 15:38:00,2016,Afternoon,29.0,Dec
Business,Rawalpindi,Islamabad,11.59,Customer Visit,2016-12-19,1900-01-01 16:50:00,2016-12-19,1900-01-01 17:09:00,2016,Afternoon,19.0,Dec
Business,Islamabad,Unknown Location,3.54,Customer Visit,2016-12-19,1900-01-01 19:05:00,2016-12-19,1900-01-01 19:17:00,2016,Evening,12.0,Dec
Business,Unknown Location,Unknown Location,17.7,Meeting,2016-12-19,1900-01-01 19:55:00,2016-12-19,1900-01-01 20:30:00,2016,Evening,35.0,Dec
Business,Unknown Location,Rawalpindi,19.31,Meeting,2016-12-20,1900-01-01 08:49:00,2016-12-20,1900-01-01 09:24:00,2016,Morning,35.0,Dec
Business,Rawalpindi,Rawalpindi,5.31,Errand/Supplies,2016-12-20,1900-01-01 10:30:00,2016-12-20,1900-01-01 10:48:00,2016,Morning,18.0,Dec
Business,Rawalpindi,Unknown Location,31.22,Meeting,2016-12-20,1900-01-01 11:30:00,2016-12-20,1900-01-01 12:17:00,2016,Morning,47.0,Dec
Business,Unknown Location,Unknown Location,2.74,Errand/Supplies,2016-12-20,1900-01-01 13:14:00,2016-12-20,1900-01-01 13:20:00,2016,Afternoon,6.0,Dec
Business,Unknown Location,Islamabad,9.17,Temporary Site,2016-12-20,1900-01-01 13:54:00,2016-12-20,1900-01-01 14:17:00,2016,Afternoon,23.0,Dec
Business,Islamabad,Islamabad,2.9,Errand/Supplies,2016-12-20,1900-01-01 16:14:00,2016-12-20,1900-01-01 16:24:00,2016,Afternoon,10.0,Dec
Business,Islamabad,Islamabad,2.25,Errand/Supplies,2016-12-20,1900-01-01 16:56:00,2016-12-20,1900-01-01 17:07:00,2016,Afternoon,11.0,Dec
Business,Islamabad,Unknown Location,16.58,Customer Visit,2016-12-20,1900-01-01 18:47:00,2016-12-20,1900-01-01 19:21:00,2016,Evening,34.0,Dec
Business,Unknown Location,Unknown Location,18.51,Meeting,2016-12-21,1900-01-01 07:42:00,2016-12-21,1900-01-01 08:10:00,2016,Morning,28.0,Dec
Business,Unknown Location,Islamabad,7.89,Errand/Supplies,2016-12-21,1900-01-01 10:14:00,2016-12-21,1900-01-01 10:30:00,2016,Morning,16.0,Dec
Business,Islamabad,Unknown Location,5.63,Meal/Entertain,2016-12-21,1900-01-01 11:35:00,2016-12-21,1900-01-01 11:49:00,2016,Morning,14.0,Dec
Business,Unknown Location,Unknown Location,26.07,Meeting,2016-12-21,1900-01-01 12:51:00,2016-12-21,1900-01-01 13:33:00,2016,Afternoon,42.0,Dec
Business,Unknown Location,Unknown Location,3.22,Errand/Supplies,2016-12-21,1900-01-01 15:38:00,2016-12-21,1900-01-01 15:49:00,2016,Afternoon,11.0,Dec
Business,Unknown Location,Islamabad,3.38,Errand/Supplies,2016-12-21,1900-01-01 15:55:00,2016-12-21,1900-01-01 16:05:00,2016,Afternoon,10.0,Dec
Business,Islamabad,Islamabad,3.38,Meeting,2016-12-21,1900-01-01 17:45:00,2016-12-21,1900-01-01 17:54:00,2016,Evening,9.0,Dec
Business,Islamabad,Unknown Location,11.59,Customer Visit,2016-12-21,1900-01-01 17:59:00,2016-12-21,1900-01-01 18:31:00,2016,Evening,32.0,Dec
Business,Unknown Location,Rawalpindi,19.31,Meeting,2016-12-21,1900-01-01 19:49:00,2016-12-21,1900-01-01 20:35:00,2016,Evening,46.0,Dec
Business,Rawalpindi,Unknown Location,165.76,Meeting,2016-12-21,1900-01-01 20:56:00,2016-12-21,1900-01-01 23:42:00,2016,Evening,166.0,Dec
Business,Unknown Location,Unknown Location,51.98,Meeting,2016-12-22,1900-01-01 15:40:00,2016-12-22,1900-01-01 16:38:00,2016,Afternoon,58.0,Dec
Business,Unknown Location,Unknown Location,8.53,Customer Visit,2016-12-22,1900-01-01 17:04:00,2016-12-22,1900-01-01 17:20:00,2016,Evening,16.0,Dec
Business,Unknown Location,Unknown Location,18.67,Meeting,2016-12-22,1900-01-01 17:27:00,2016-12-22,1900-01-01 17:53:00,2016,Evening,26.0,Dec
Business,Unknown Location,Unknown Location,37.34,Meeting,2016-12-22,1900-01-01 17:56:00,2016-12-22,1900-01-01 18:29:00,2016,Evening,33.0,Dec
Business,Unknown Location,Unknown Location,5.15,Errand/Supplies,2016-12-22,1900-01-01 18:31:00,2016-12-22,1900-01-01 18:37:00,2016,Evening,6.0,Dec
Business,Unknown Location,Unknown Location,19.79,Temporary Site,2016-12-22,1900-01-01 18:38:00,2016-12-22,1900-01-01 18:47:00,2016,Evening,9.0,Dec
